,belief_metric_threshold,deffuant_mu,high_media_lit,mean_disinformer,mean_normal_user,n_edges,n_posts_estimate_similarity,ratio_normal_user,sampling_p_update,mlit_select,del_t,rank_punish,rank_t,strikes_t,scenario,policy,model
308,78.0,0.0222805181799654,0.2632350410263794,11.0,2.0,2.0,14.0,0.9856428572107112,0.0181098169629521,100.0,10.0,10.0,30.0,0.0,8,6,MisinfoPy
309,80.0,0.0144410727229284,0.3030974724516627,9.0,1.0,3.0,8.0,0.9891207245090112,0.0162337916865862,100.0,10.0,10.0,30.0,0.0,9,6,MisinfoPy
310,80.0,0.0155199996825442,0.2876152247375163,10.0,1.0,2.0,7.0,0.9895733215267214,0.0136408701086872,100.0,10.0,10.0,30.0,0.0,10,6,MisinfoPy
311,80.0,0.0283798347978142,0.3075987666071173,12.0,1.0,2.0,13.0,0.9880391573835796,0.0268381909236415,100.0,10.0,10.0,30.0,0.0,11,6,MisinfoPy
312,78.0,0.0238742516506969,0.34053153415885,12.0,1.0,2.0,11.0,0.986251055312106,0.028622735346571,100.0,10.0,10.0,30.0,0.0,12,6,MisinfoPy
313,78.0,0.0202334681746995,0.328822048933258,10.0,0.0,2.0,11.0,0.9926659418264364,0.0279605818990789,100.0,10.0,10.0,30.0,0.0,13,6,MisinfoPy
314,78.0,0.0165423682564252,0.2571720798856116,10.0,1.0,2.0,11.0,0.9800439002137042,0.0238483213618672,100.0,10.0,10.0,30.0,0.0,14,6,MisinfoPy
315,75.0,0.0139572578643493,0.3467476677429714,11.0,2.0,2.0,6.0,0.9925621159078512,0.0149587379329587,100.0,10.0,10.0,30.0,0.0,15,6,MisinfoPy
316,76.0,0.0234024663547501,0.3490911018401743,9.0,1.0,2.0,15.0,0.985022263214491,0.0100232012141731,100.0,10.0,10.0,30.0,0.0,16,6,MisinfoPy
317,76.0,0.0262884099780179,0.2778727352722803,11.0,0.0,3.0,10.0,0.9900284717459232,0.0131598062493048,100.0,10.0,10.0,30.0,0.0,17,6,MisinfoPy
318,77.0,0.0116034383185158,0.2650675266546597,10.0,2.0,3.0,9.0,0.9809674931097712,0.0225062172254371,100.0,10.0,10.0,30.0,0.0,18,6,MisinfoPy
319,75.0,0.0245495458467838,0.2995535167375782,8.0,2.0,3.0,13.0,0.9916351363227272,0.0159203507441027,100.0,10.0,10.0,30.0,0.0,19,6,MisinfoPy
320,77.0,0.0274905572860094,0.312217140634846,11.0,1.0,3.0,12.0,0.988418041320472,0.0142847858302271,100.0,10.0,10.0,30.0,0.0,20,6,MisinfoPy
321,77.0,0.0189941371533705,0.3356417602280681,11.0,2.0,3.0,14.0,0.9872028857311952,0.0124192607782816,100.0,10.0,10.0,30.0,0.0,21,6,MisinfoPy
322,77.0,0.0209604081962267,0.3081888688713352,9.0,0.0,3.0,7.0,0.9836883241383853,0.0116051822505563,100.0,10.0,10.0,30.0,0.0,22,6,MisinfoPy
323,79.0,0.0178985826731951,0.3458139345594649,10.0,1.0,2.0,8.0,0.990446543502186,0.0144989000702763,100.0,10.0,10.0,30.0,0.0,23,6,MisinfoPy
324,77.0,0.0212183466860608,0.2585322053555808,8.0,0.0,2.0,9.0,0.982067473472522,0.019221119320182,100.0,10.0,10.0,30.0,0.0,24,6,MisinfoPy
325,78.0,0.0171644281469936,0.2510343763655922,8.0,1.0,3.0,5.0,0.9844741116573644,0.0245240370892637,100.0,10.0,10.0,30.0,0.0,25,6,MisinfoPy
326,78.0,0.0141011164881213,0.2543645554602683,8.0,2.0,2.0,15.0,0.980570006865624,0.0105600809635183,100.0,10.0,10.0,30.0,0.0,26,6,MisinfoPy
327,77.0,0.0288039002002594,0.3339062572471228,8.0,2.0,2.0,14.0,0.9876688535452244,0.0282027823293031,100.0,10.0,10.0,30.0,0.0,27,6,MisinfoPy
328,76.0,0.012448846621896,0.2811195063142473,9.0,2.0,2.0,8.0,0.988782767814109,0.0108767484183907,100.0,10.0,10.0,30.0,0.0,28,6,MisinfoPy
329,79.0,0.0205464375359693,0.2919314348444234,12.0,1.0,3.0,9.0,0.9871723974749688,0.0229932059028394,100.0,10.0,10.0,30.0,0.0,29,6,MisinfoPy
330,75.0,0.010048341660904,0.3143371026457791,8.0,2.0,2.0,10.0,0.9941862919647434,0.0175953677659886,100.0,10.0,10.0,30.0,0.0,30,6,MisinfoPy
331,75.0,0.0267889428556949,0.3432136850880645,10.0,0.0,2.0,10.0,0.980839650082909,0.0265630001792501,100.0,10.0,10.0,30.0,0.0,31,6,MisinfoPy
332,75.0,0.0193899750225625,0.3001333701207734,12.0,0.0,3.0,15.0,0.9832082300963012,0.0204426076380287,100.0,10.0,10.0,30.0,0.0,32,6,MisinfoPy
333,79.0,0.0180559652549399,0.2798633794927822,9.0,1.0,3.0,11.0,0.9949649761964962,0.0165466737019088,100.0,10.0,10.0,30.0,0.0,33,6,MisinfoPy
334,76.0,0.0227140740920445,0.3368246697878725,8.0,0.0,3.0,14.0,0.9857188734506308,0.0234660955643312,100.0,10.0,10.0,30.0,0.0,34,6,MisinfoPy
335,75.0,0.0248722130915869,0.2848274272775347,11.0,0.0,3.0,13.0,0.9841799573680928,0.021236196859546,100.0,10.0,10.0,30.0,0.0,35,6,MisinfoPy
336,77.0,0.0174922242008906,0.2660267522760609,12.0,2.0,3.0,12.0,0.9863372938435412,0.01687817970596,100.0,10.0,10.0,30.0,0.0,36,6,MisinfoPy
337,76.0,0.0134072426919024,0.2951769716109299,12.0,0.0,2.0,9.0,0.9866891448561678,0.0222635906039256,100.0,10.0,10.0,30.0,0.0,37,6,MisinfoPy
338,78.0,0.0128122553893868,0.3223137647319514,9.0,2.0,2.0,12.0,0.9911871047293532,0.0250664719876734,100.0,10.0,10.0,30.0,0.0,38,6,MisinfoPy
339,76.0,0.025602344875336,0.2534461816563311,9.0,2.0,2.0,7.0,0.9906275873054028,0.0290558105065178,100.0,10.0,10.0,30.0,0.0,39,6,MisinfoPy
340,77.0,0.0240759905631581,0.2976823576069445,8.0,1.0,2.0,5.0,0.9944527233446816,0.0254923023964972,100.0,10.0,10.0,30.0,0.0,40,6,MisinfoPy
341,79.0,0.0268499739730088,0.3203072837914983,10.0,0.0,2.0,15.0,0.9933952793096776,0.0188826506970489,100.0,10.0,10.0,30.0,0.0,41,6,MisinfoPy
342,78.0,0.0187560997332204,0.3259081363072013,12.0,1.0,3.0,8.0,0.9939547475744324,0.0198510707070524,100.0,10.0,10.0,30.0,0.0,42,6,MisinfoPy
343,75.0,0.0253410461441071,0.3396844646252156,9.0,2.0,3.0,6.0,0.9931745327114798,0.0177279686640718,100.0,10.0,10.0,30.0,0.0,43,6,MisinfoPy
344,80.0,0.0161685803509148,0.3044675021765791,10.0,0.0,3.0,7.0,0.9814755221372012,0.0296119659563395,100.0,10.0,10.0,30.0,0.0,44,6,MisinfoPy
345,76.0,0.0292784707204162,0.3116418414654133,11.0,1.0,3.0,13.0,0.9882869853935184,0.0208771543637324,100.0,10.0,10.0,30.0,0.0,45,6,MisinfoPy
346,76.0,0.0156293030093474,0.2834463496847514,12.0,0.0,3.0,8.0,0.9821409560417576,0.0113338955165811,100.0,10.0,10.0,30.0,0.0,46,6,MisinfoPy
347,79.0,0.0114317577284685,0.2930366811125681,8.0,2.0,2.0,6.0,0.992160479381022,0.0216626715011127,100.0,10.0,10.0,30.0,0.0,47,6,MisinfoPy
348,80.0,0.0218953129930909,0.3275693993033615,11.0,0.0,3.0,7.0,0.9833413177362758,0.0184663751497411,100.0,10.0,10.0,30.0,0.0,48,6,MisinfoPy
349,79.0,0.019907872288691,0.2606261146969253,12.0,0.0,2.0,12.0,0.9896398557743792,0.025697594767068,100.0,10.0,10.0,30.0,0.0,49,6,MisinfoPy
350,80.0,0.0299253839649301,0.2686036932278577,11.0,2.0,2.0,5.0,0.985177411651043,0.0203407351222199,100.0,10.0,10.0,30.0,20.0,0,7,MisinfoPy
351,79.0,0.0111337533725977,0.2734148754443381,8.0,0.0,3.0,6.0,0.9936622762534888,0.0155041632991381,100.0,10.0,10.0,30.0,20.0,1,7,MisinfoPy
352,80.0,0.0150658899662497,0.3165026774305036,10.0,1.0,2.0,6.0,0.9817120085306312,0.0274639197892285,100.0,10.0,10.0,30.0,20.0,2,7,MisinfoPy
353,75.0,0.0104389416481989,0.2898453201200917,12.0,0.0,3.0,10.0,0.982717701047632,0.0263952393509819,100.0,10.0,10.0,30.0,20.0,3,7,MisinfoPy
354,80.0,0.0229946884963286,0.2715953720241978,11.0,2.0,3.0,15.0,0.9847023205679452,0.0120140444315901,100.0,10.0,10.0,30.0,20.0,4,7,MisinfoPy
355,78.0,0.0286360800071595,0.318132389957697,10.0,2.0,3.0,12.0,0.9909461643639204,0.0135154234083271,100.0,10.0,10.0,30.0,20.0,5,7,MisinfoPy
356,79.0,0.0279833720912671,0.2750677270263837,9.0,1.0,3.0,11.0,0.991743563560276,0.0243113637389133,100.0,10.0,10.0,30.0,20.0,6,7,MisinfoPy
357,76.0,0.0123313262967474,0.3315017509095029,9.0,0.0,2.0,5.0,0.9824558707336154,0.0293784887081614,100.0,10.0,10.0,30.0,20.0,7,7,MisinfoPy
358,78.0,0.0222805181799654,0.2632350410263794,11.0,2.0,2.0,14.0,0.9856428572107112,0.0181098169629521,100.0,10.0,10.0,30.0,20.0,8,7,MisinfoPy
359,80.0,0.0144410727229284,0.3030974724516627,9.0,1.0,3.0,8.0,0.9891207245090112,0.0162337916865862,100.0,10.0,10.0,30.0,20.0,9,7,MisinfoPy
360,80.0,0.0155199996825442,0.2876152247375163,10.0,1.0,2.0,7.0,0.9895733215267214,0.0136408701086872,100.0,10.0,10.0,30.0,20.0,10,7,MisinfoPy
361,80.0,0.0283798347978142,0.3075987666071173,12.0,1.0,2.0,13.0,0.9880391573835796,0.0268381909236415,100.0,10.0,10.0,30.0,20.0,11,7,MisinfoPy
362,78.0,0.0238742516506969,0.34053153415885,12.0,1.0,2.0,11.0,0.986251055312106,0.028622735346571,100.0,10.0,10.0,30.0,20.0,12,7,MisinfoPy
363,78.0,0.0202334681746995,0.328822048933258,10.0,0.0,2.0,11.0,0.9926659418264364,0.0279605818990789,100.0,10.0,10.0,30.0,20.0,13,7,MisinfoPy
364,78.0,0.0165423682564252,0.2571720798856116,10.0,1.0,2.0,11.0,0.9800439002137042,0.0238483213618672,100.0,10.0,10.0,30.0,20.0,14,7,MisinfoPy
365,75.0,0.0139572578643493,0.3467476677429714,11.0,2.0,2.0,6.0,0.9925621159078512,0.0149587379329587,100.0,10.0,10.0,30.0,20.0,15,7,MisinfoPy
366,76.0,0.0234024663547501,0.3490911018401743,9.0,1.0,2.0,15.0,0.985022263214491,0.0100232012141731,100.0,10.0,10.0,30.0,20.0,16,7,MisinfoPy
367,76.0,0.0262884099780179,0.2778727352722803,11.0,0.0,3.0,10.0,0.9900284717459232,0.0131598062493048,100.0,10.0,10.0,30.0,20.0,17,7,MisinfoPy
368,77.0,0.0116034383185158,0.2650675266546597,10.0,2.0,3.0,9.0,0.9809674931097712,0.0225062172254371,100.0,10.0,10.0,30.0,20.0,18,7,MisinfoPy
369,75.0,0.0245495458467838,0.2995535167375782,8.0,2.0,3.0,13.0,0.9916351363227272,0.0159203507441027,100.0,10.0,10.0,30.0,20.0,19,7,MisinfoPy
370,77.0,0.0274905572860094,0.312217140634846,11.0,1.0,3.0,12.0,0.988418041320472,0.0142847858302271,100.0,10.0,10.0,30.0,20.0,20,7,MisinfoPy
371,77.0,0.0189941371533705,0.3356417602280681,11.0,2.0,3.0,14.0,0.9872028857311952,0.0124192607782816,100.0,10.0,10.0,30.0,20.0,21,7,MisinfoPy
372,77.0,0.0209604081962267,0.3081888688713352,9.0,0.0,3.0,7.0,0.9836883241383853,0.0116051822505563,100.0,10.0,10.0,30.0,20.0,22,7,MisinfoPy
373,79.0,0.0178985826731951,0.3458139345594649,10.0,1.0,2.0,8.0,0.990446543502186,0.0144989000702763,100.0,10.0,10.0,30.0,20.0,23,7,MisinfoPy
374,77.0,0.0212183466860608,0.2585322053555808,8.0,0.0,2.0,9.0,0.982067473472522,0.019221119320182,100.0,10.0,10.0,30.0,20.0,24,7,MisinfoPy
375,78.0,0.0171644281469936,0.2510343763655922,8.0,1.0,3.0,5.0,0.9844741116573644,0.0245240370892637,100.0,10.0,10.0,30.0,20.0,25,7,MisinfoPy
376,78.0,0.0141011164881213,0.2543645554602683,8.0,2.0,2.0,15.0,0.980570006865624,0.0105600809635183,100.0,10.0,10.0,30.0,20.0,26,7,MisinfoPy
377,77.0,0.0288039002002594,0.3339062572471228,8.0,2.0,2.0,14.0,0.9876688535452244,0.0282027823293031,100.0,10.0,10.0,30.0,20.0,27,7,MisinfoPy
378,76.0,0.012448846621896,0.2811195063142473,9.0,2.0,2.0,8.0,0.988782767814109,0.0108767484183907,100.0,10.0,10.0,30.0,20.0,28,7,MisinfoPy
379,79.0,0.0205464375359693,0.2919314348444234,12.0,1.0,3.0,9.0,0.9871723974749688,0.0229932059028394,100.0,10.0,10.0,30.0,20.0,29,7,MisinfoPy
380,75.0,0.010048341660904,0.3143371026457791,8.0,2.0,2.0,10.0,0.9941862919647434,0.0175953677659886,100.0,10.0,10.0,30.0,20.0,30,7,MisinfoPy
381,75.0,0.0267889428556949,0.3432136850880645,10.0,0.0,2.0,10.0,0.980839650082909,0.0265630001792501,100.0,10.0,10.0,30.0,20.0,31,7,MisinfoPy
382,75.0,0.0193899750225625,0.3001333701207734,12.0,0.0,3.0,15.0,0.9832082300963012,0.0204426076380287,100.0,10.0,10.0,30.0,20.0,32,7,MisinfoPy
383,79.0,0.0180559652549399,0.2798633794927822,9.0,1.0,3.0,11.0,0.9949649761964962,0.0165466737019088,100.0,10.0,10.0,30.0,20.0,33,7,MisinfoPy
384,76.0,0.0227140740920445,0.3368246697878725,8.0,0.0,3.0,14.0,0.9857188734506308,0.0234660955643312,100.0,10.0,10.0,30.0,20.0,34,7,MisinfoPy
385,75.0,0.0248722130915869,0.2848274272775347,11.0,0.0,3.0,13.0,0.9841799573680928,0.021236196859546,100.0,10.0,10.0,30.0,20.0,35,7,MisinfoPy
386,77.0,0.0174922242008906,0.2660267522760609,12.0,2.0,3.0,12.0,0.9863372938435412,0.01687817970596,100.0,10.0,10.0,30.0,20.0,36,7,MisinfoPy
387,76.0,0.0134072426919024,0.2951769716109299,12.0,0.0,2.0,9.0,0.9866891448561678,0.0222635906039256,100.0,10.0,10.0,30.0,20.0,37,7,MisinfoPy
388,78.0,0.0128122553893868,0.3223137647319514,9.0,2.0,2.0,12.0,0.9911871047293532,0.0250664719876734,100.0,10.0,10.0,30.0,20.0,38,7,MisinfoPy
389,76.0,0.025602344875336,0.2534461816563311,9.0,2.0,2.0,7.0,0.9906275873054028,0.0290558105065178,100.0,10.0,10.0,30.0,20.0,39,7,MisinfoPy
390,77.0,0.0240759905631581,0.2976823576069445,8.0,1.0,2.0,5.0,0.9944527233446816,0.0254923023964972,100.0,10.0,10.0,30.0,20.0,40,7,MisinfoPy
391,79.0,0.0268499739730088,0.3203072837914983,10.0,0.0,2.0,15.0,0.9933952793096776,0.0188826506970489,100.0,10.0,10.0,30.0,20.0,41,7,MisinfoPy
392,78.0,0.0187560997332204,0.3259081363072013,12.0,1.0,3.0,8.0,0.9939547475744324,0.0198510707070524,100.0,10.0,10.0,30.0,20.0,42,7,MisinfoPy
393,75.0,0.0253410461441071,0.3396844646252156,9.0,2.0,3.0,6.0,0.9931745327114798,0.0177279686640718,100.0,10.0,10.0,30.0,20.0,43,7,MisinfoPy
394,80.0,0.0161685803509148,0.3044675021765791,10.0,0.0,3.0,7.0,0.9814755221372012,0.0296119659563395,100.0,10.0,10.0,30.0,20.0,44,7,MisinfoPy
395,76.0,0.0292784707204162,0.3116418414654133,11.0,1.0,3.0,13.0,0.9882869853935184,0.0208771543637324,100.0,10.0,10.0,30.0,20.0,45,7,MisinfoPy
396,76.0,0.0156293030093474,0.2834463496847514,12.0,0.0,3.0,8.0,0.9821409560417576,0.0113338955165811,100.0,10.0,10.0,30.0,20.0,46,7,MisinfoPy
397,79.0,0.0114317577284685,0.2930366811125681,8.0,2.0,2.0,6.0,0.992160479381022,0.0216626715011127,100.0,10.0,10.0,30.0,20.0,47,7,MisinfoPy
398,80.0,0.0218953129930909,0.3275693993033615,11.0,0.0,3.0,7.0,0.9833413177362758,0.0184663751497411,100.0,10.0,10.0,30.0,20.0,48,7,MisinfoPy
399,79.0,0.019907872288691,0.2606261146969253,12.0,0.0,2.0,12.0,0.9896398557743792,0.025697594767068,100.0,10.0,10.0,30.0,20.0,49,7,MisinfoPy
400,80.0,0.0299253839649301,0.2686036932278577,11.0,2.0,2.0,5.0,0.985177411651043,0.0203407351222199,100.0,20.0,10.0,10.0,0.0,0,8,MisinfoPy
401,79.0,0.0111337533725977,0.2734148754443381,8.0,0.0,3.0,6.0,0.9936622762534888,0.0155041632991381,100.0,20.0,10.0,10.0,0.0,1,8,MisinfoPy
402,80.0,0.0150658899662497,0.3165026774305036,10.0,1.0,2.0,6.0,0.9817120085306312,0.0274639197892285,100.0,20.0,10.0,10.0,0.0,2,8,MisinfoPy
403,75.0,0.0104389416481989,0.2898453201200917,12.0,0.0,3.0,10.0,0.982717701047632,0.0263952393509819,100.0,20.0,10.0,10.0,0.0,3,8,MisinfoPy
404,80.0,0.0229946884963286,0.2715953720241978,11.0,2.0,3.0,15.0,0.9847023205679452,0.0120140444315901,100.0,20.0,10.0,10.0,0.0,4,8,MisinfoPy
405,78.0,0.0286360800071595,0.318132389957697,10.0,2.0,3.0,12.0,0.9909461643639204,0.0135154234083271,100.0,20.0,10.0,10.0,0.0,5,8,MisinfoPy
406,79.0,0.0279833720912671,0.2750677270263837,9.0,1.0,3.0,11.0,0.991743563560276,0.0243113637389133,100.0,20.0,10.0,10.0,0.0,6,8,MisinfoPy
407,76.0,0.0123313262967474,0.3315017509095029,9.0,0.0,2.0,5.0,0.9824558707336154,0.0293784887081614,100.0,20.0,10.0,10.0,0.0,7,8,MisinfoPy
408,78.0,0.0222805181799654,0.2632350410263794,11.0,2.0,2.0,14.0,0.9856428572107112,0.0181098169629521,100.0,20.0,10.0,10.0,0.0,8,8,MisinfoPy
409,80.0,0.0144410727229284,0.3030974724516627,9.0,1.0,3.0,8.0,0.9891207245090112,0.0162337916865862,100.0,20.0,10.0,10.0,0.0,9,8,MisinfoPy
410,80.0,0.0155199996825442,0.2876152247375163,10.0,1.0,2.0,7.0,0.9895733215267214,0.0136408701086872,100.0,20.0,10.0,10.0,0.0,10,8,MisinfoPy
411,80.0,0.0283798347978142,0.3075987666071173,12.0,1.0,2.0,13.0,0.9880391573835796,0.0268381909236415,100.0,20.0,10.0,10.0,0.0,11,8,MisinfoPy
412,78.0,0.0238742516506969,0.34053153415885,12.0,1.0,2.0,11.0,0.986251055312106,0.028622735346571,100.0,20.0,10.0,10.0,0.0,12,8,MisinfoPy
413,78.0,0.0202334681746995,0.328822048933258,10.0,0.0,2.0,11.0,0.9926659418264364,0.0279605818990789,100.0,20.0,10.0,10.0,0.0,13,8,MisinfoPy
414,78.0,0.0165423682564252,0.2571720798856116,10.0,1.0,2.0,11.0,0.9800439002137042,0.0238483213618672,100.0,20.0,10.0,10.0,0.0,14,8,MisinfoPy
415,75.0,0.0139572578643493,0.3467476677429714,11.0,2.0,2.0,6.0,0.9925621159078512,0.0149587379329587,100.0,20.0,10.0,10.0,0.0,15,8,MisinfoPy
416,76.0,0.0234024663547501,0.3490911018401743,9.0,1.0,2.0,15.0,0.985022263214491,0.0100232012141731,100.0,20.0,10.0,10.0,0.0,16,8,MisinfoPy
417,76.0,0.0262884099780179,0.2778727352722803,11.0,0.0,3.0,10.0,0.9900284717459232,0.0131598062493048,100.0,20.0,10.0,10.0,0.0,17,8,MisinfoPy
418,77.0,0.0116034383185158,0.2650675266546597,10.0,2.0,3.0,9.0,0.9809674931097712,0.0225062172254371,100.0,20.0,10.0,10.0,0.0,18,8,MisinfoPy
419,75.0,0.0245495458467838,0.2995535167375782,8.0,2.0,3.0,13.0,0.9916351363227272,0.0159203507441027,100.0,20.0,10.0,10.0,0.0,19,8,MisinfoPy
420,77.0,0.0274905572860094,0.312217140634846,11.0,1.0,3.0,12.0,0.988418041320472,0.0142847858302271,100.0,20.0,10.0,10.0,0.0,20,8,MisinfoPy
421,77.0,0.0189941371533705,0.3356417602280681,11.0,2.0,3.0,14.0,0.9872028857311952,0.0124192607782816,100.0,20.0,10.0,10.0,0.0,21,8,MisinfoPy
422,77.0,0.0209604081962267,0.3081888688713352,9.0,0.0,3.0,7.0,0.9836883241383853,0.0116051822505563,100.0,20.0,10.0,10.0,0.0,22,8,MisinfoPy
423,79.0,0.0178985826731951,0.3458139345594649,10.0,1.0,2.0,8.0,0.990446543502186,0.0144989000702763,100.0,20.0,10.0,10.0,0.0,23,8,MisinfoPy
424,77.0,0.0212183466860608,0.2585322053555808,8.0,0.0,2.0,9.0,0.982067473472522,0.019221119320182,100.0,20.0,10.0,10.0,0.0,24,8,MisinfoPy
425,78.0,0.0171644281469936,0.2510343763655922,8.0,1.0,3.0,5.0,0.9844741116573644,0.0245240370892637,100.0,20.0,10.0,10.0,0.0,25,8,MisinfoPy
426,78.0,0.0141011164881213,0.2543645554602683,8.0,2.0,2.0,15.0,0.980570006865624,0.0105600809635183,100.0,20.0,10.0,10.0,0.0,26,8,MisinfoPy
427,77.0,0.0288039002002594,0.3339062572471228,8.0,2.0,2.0,14.0,0.9876688535452244,0.0282027823293031,100.0,20.0,10.0,10.0,0.0,27,8,MisinfoPy
428,76.0,0.012448846621896,0.2811195063142473,9.0,2.0,2.0,8.0,0.988782767814109,0.0108767484183907,100.0,20.0,10.0,10.0,0.0,28,8,MisinfoPy
429,79.0,0.0205464375359693,0.2919314348444234,12.0,1.0,3.0,9.0,0.9871723974749688,0.0229932059028394,100.0,20.0,10.0,10.0,0.0,29,8,MisinfoPy
430,75.0,0.010048341660904,0.3143371026457791,8.0,2.0,2.0,10.0,0.9941862919647434,0.0175953677659886,100.0,20.0,10.0,10.0,0.0,30,8,MisinfoPy
431,75.0,0.0267889428556949,0.3432136850880645,10.0,0.0,2.0,10.0,0.980839650082909,0.0265630001792501,100.0,20.0,10.0,10.0,0.0,31,8,MisinfoPy
432,75.0,0.0193899750225625,0.3001333701207734,12.0,0.0,3.0,15.0,0.9832082300963012,0.0204426076380287,100.0,20.0,10.0,10.0,0.0,32,8,MisinfoPy
433,79.0,0.0180559652549399,0.2798633794927822,9.0,1.0,3.0,11.0,0.9949649761964962,0.0165466737019088,100.0,20.0,10.0,10.0,0.0,33,8,MisinfoPy
434,76.0,0.0227140740920445,0.3368246697878725,8.0,0.0,3.0,14.0,0.9857188734506308,0.0234660955643312,100.0,20.0,10.0,10.0,0.0,34,8,MisinfoPy
435,75.0,0.0248722130915869,0.2848274272775347,11.0,0.0,3.0,13.0,0.9841799573680928,0.021236196859546,100.0,20.0,10.0,10.0,0.0,35,8,MisinfoPy
436,77.0,0.0174922242008906,0.2660267522760609,12.0,2.0,3.0,12.0,0.9863372938435412,0.01687817970596,100.0,20.0,10.0,10.0,0.0,36,8,MisinfoPy
437,76.0,0.0134072426919024,0.2951769716109299,12.0,0.0,2.0,9.0,0.9866891448561678,0.0222635906039256,100.0,20.0,10.0,10.0,0.0,37,8,MisinfoPy
438,78.0,0.0128122553893868,0.3223137647319514,9.0,2.0,2.0,12.0,0.9911871047293532,0.0250664719876734,100.0,20.0,10.0,10.0,0.0,38,8,MisinfoPy
439,76.0,0.025602344875336,0.2534461816563311,9.0,2.0,2.0,7.0,0.9906275873054028,0.0290558105065178,100.0,20.0,10.0,10.0,0.0,39,8,MisinfoPy
440,77.0,0.0240759905631581,0.2976823576069445,8.0,1.0,2.0,5.0,0.9944527233446816,0.0254923023964972,100.0,20.0,10.0,10.0,0.0,40,8,MisinfoPy
441,79.0,0.0268499739730088,0.3203072837914983,10.0,0.0,2.0,15.0,0.9933952793096776,0.0188826506970489,100.0,20.0,10.0,10.0,0.0,41,8,MisinfoPy
442,78.0,0.0187560997332204,0.3259081363072013,12.0,1.0,3.0,8.0,0.9939547475744324,0.0198510707070524,100.0,20.0,10.0,10.0,0.0,42,8,MisinfoPy
443,75.0,0.0253410461441071,0.3396844646252156,9.0,2.0,3.0,6.0,0.9931745327114798,0.0177279686640718,100.0,20.0,10.0,10.0,0.0,43,8,MisinfoPy
444,80.0,0.0161685803509148,0.3044675021765791,10.0,0.0,3.0,7.0,0.9814755221372012,0.0296119659563395,100.0,20.0,10.0,10.0,0.0,44,8,MisinfoPy
445,76.0,0.0292784707204162,0.3116418414654133,11.0,1.0,3.0,13.0,0.9882869853935184,0.0208771543637324,100.0,20.0,10.0,10.0,0.0,45,8,MisinfoPy
446,76.0,0.0156293030093474,0.2834463496847514,12.0,0.0,3.0,8.0,0.9821409560417576,0.0113338955165811,100.0,20.0,10.0,10.0,0.0,46,8,MisinfoPy
447,79.0,0.0114317577284685,0.2930366811125681,8.0,2.0,2.0,6.0,0.992160479381022,0.0216626715011127,100.0,20.0,10.0,10.0,0.0,47,8,MisinfoPy
448,80.0,0.0218953129930909,0.3275693993033615,11.0,0.0,3.0,7.0,0.9833413177362758,0.0184663751497411,100.0,20.0,10.0,10.0,0.0,48,8,MisinfoPy
449,79.0,0.019907872288691,0.2606261146969253,12.0,0.0,2.0,12.0,0.9896398557743792,0.025697594767068,100.0,20.0,10.0,10.0,0.0,49,8,MisinfoPy
450,80.0,0.0299253839649301,0.2686036932278577,11.0,2.0,2.0,5.0,0.985177411651043,0.0203407351222199,100.0,20.0,10.0,10.0,20.0,0,9,MisinfoPy
451,79.0,0.0111337533725977,0.2734148754443381,8.0,0.0,3.0,6.0,0.9936622762534888,0.0155041632991381,100.0,20.0,10.0,10.0,20.0,1,9,MisinfoPy
452,80.0,0.0150658899662497,0.3165026774305036,10.0,1.0,2.0,6.0,0.9817120085306312,0.0274639197892285,100.0,20.0,10.0,10.0,20.0,2,9,MisinfoPy
453,75.0,0.0104389416481989,0.2898453201200917,12.0,0.0,3.0,10.0,0.982717701047632,0.0263952393509819,100.0,20.0,10.0,10.0,20.0,3,9,MisinfoPy
454,80.0,0.0229946884963286,0.2715953720241978,11.0,2.0,3.0,15.0,0.9847023205679452,0.0120140444315901,100.0,20.0,10.0,10.0,20.0,4,9,MisinfoPy
455,78.0,0.0286360800071595,0.318132389957697,10.0,2.0,3.0,12.0,0.9909461643639204,0.0135154234083271,100.0,20.0,10.0,10.0,20.0,5,9,MisinfoPy
456,79.0,0.0279833720912671,0.2750677270263837,9.0,1.0,3.0,11.0,0.991743563560276,0.0243113637389133,100.0,20.0,10.0,10.0,20.0,6,9,MisinfoPy
457,76.0,0.0123313262967474,0.3315017509095029,9.0,0.0,2.0,5.0,0.9824558707336154,0.0293784887081614,100.0,20.0,10.0,10.0,20.0,7,9,MisinfoPy
458,78.0,0.0222805181799654,0.2632350410263794,11.0,2.0,2.0,14.0,0.9856428572107112,0.0181098169629521,100.0,20.0,10.0,10.0,20.0,8,9,MisinfoPy
459,80.0,0.0144410727229284,0.3030974724516627,9.0,1.0,3.0,8.0,0.9891207245090112,0.0162337916865862,100.0,20.0,10.0,10.0,20.0,9,9,MisinfoPy
460,80.0,0.0155199996825442,0.2876152247375163,10.0,1.0,2.0,7.0,0.9895733215267214,0.0136408701086872,100.0,20.0,10.0,10.0,20.0,10,9,MisinfoPy
461,80.0,0.0283798347978142,0.3075987666071173,12.0,1.0,2.0,13.0,0.9880391573835796,0.0268381909236415,100.0,20.0,10.0,10.0,20.0,11,9,MisinfoPy
462,78.0,0.0238742516506969,0.34053153415885,12.0,1.0,2.0,11.0,0.986251055312106,0.028622735346571,100.0,20.0,10.0,10.0,20.0,12,9,MisinfoPy
